subdivisionCode,latLng,boundingBox,geojson,perimeter,neighbours
MM-15,"17.0833,97.3337","[14.8804, 17.7176, 96.8689, 98.2314]",,1086.73,"MM-02,MM-05,MM-13"
MM-16,"19.5213,94.0072","[17.3361, 21.4797, 92.1729, 94.9018]",,5035.98,"MM-02,MM-03,MM-04,MM-06,MM-07,MM-14"
MM-17,"21.5122,98.0098","[19.2993, 24.1591, 96.1511, 101.1701]",,3312.59,"MM-01,MM-02,MM-04,MM-11,MM-12,MM-13,MM-18"
MM-18,"19.8736,96.1275","[19.417, 20.331, 95.7127, 96.6755]",,523.12,"MM-02,MM-03,MM-04,MM-13,MM-17"
MN-035,"49.0244,104.2999","[48.8976, 49.169, 103.9564, 104.6325]",,144.76,"MN-047,MN-049,MN-067"
MN-037,"49.3767,106.2901","[49.1223, 49.9281, 105.838, 106.8237]",,380.76,"MN-047,MN-049"
MN-039,"47.886,110.4201","[46.0598, 49.3919, 108.3856, 112.6941]",,1389.07,"MN-047,MN-049,MN-051,MN-059,MN-061,MN-063,MN-064,MN-1"
MN-041,"50.2206,99.917","[48.2353, 52.1496, 96.8755, 102.7847]",,1883.94,"MN-057,MN-067,MN-073"
MN-043,"46.8998,92.296","[44.9994, 48.9688, 90.6678, 94.3068]",,1531.96,"MN-046,MN-057,MN-065,MN-071"
MN-046,"49.6314,92.9558","[48.4243, 50.8843, 90.0023, 95.726]",,1328.42,"MN-043,MN-057,MN-071"
MN-047,"47.7529,105.6151","[46.3805, 49.1253, 104.0686, 109.0388]",,1494.67,"MN-035,MN-037,MN-039,MN-049,MN-055,MN-059,MN-063,MN-064,MN-067,MN-1"
MN-049,"49.391,107.0629","[48.5048, 50.4795, 104.3633, 108.5714]",,1121.07,"MN-035,MN-037,MN-039,MN-047,MN-067"
MN-051,"46.2093,113.5077","[44.7424, 47.7939, 111.1671, 116.5776]",,1293.83,"MN-039,MN-061,MN-063"
MN-053,"43.2824,104.1134","[41.58, 45.2022, 99.417, 108.0337]",,2038.94,"MN-055,MN-059,MN-063,MN-069"
MN-055,"45.8297,102.7238","[44.0489, 47.4307, 101.1363, 104.6533]",,1204.25,"MN-047,MN-053,MN-059,MN-067,MN-069,MN-073"
MN-057,"48.2568,96.3016","[46.5643, 50.0436, 93.1824, 99.2154]",,1652.23,"MN-041,MN-043,MN-046,MN-065,MN-069,MN-073"
MN-059,"45.5187,106.2612","[44.1774, 46.7813, 103.6152, 108.653]",,1262.21,"MN-039,MN-047,MN-053,MN-055,MN-063,MN-064"
MN-061,"47.6773,115.2177","[46.2887, 50.2827, 111.9961, 119.9322]",,2155.07,"MN-039,MN-051"
MN-063,"44.418,109.7784","[42.3956, 46.624, 107.6472, 111.9678]",,1541.01,"MN-039,MN-047,MN-051,MN-053,MN-059,MN-064"
MN-064,"46.4611,108.5173","[45.8807, 47.0001, 107.8839, 109.1198]",,406.39,"MN-039,MN-047,MN-059,MN-063"
MN-065,"45.3463,95.9326","[42.7019, 47.7926, 93.0988, 98.4853]",,1879.93,"MN-043,MN-057,MN-069,MN-073"
MN-067,"48.9521,103.3966","[47.2506, 50.4104, 101.6325, 104.7605]",,1258.88,"MN-035,MN-041,MN-047,MN-049,MN-055,MN-069,MN-073"
MN-069,"45.2381,99.5147","[42.5663, 47.7217, 97.6327, 101.8079]",,1841.72,"MN-053,MN-055,MN-057,MN-065,MN-067,MN-073"
MN-071,"48.547,89.8549","[46.5417, 50.0012, 87.7346, 91.9271]",,1471.93,"MN-043,MN-046"
MN-073,"47.8626,101.0316","[46.8235, 49.2049, 98.1734, 103.6777]",,1310.84,"MN-041,MN-055,MN-057,MN-065,MN-067,MN-069"
MN-1,"47.9185,106.9177","[47.302, 48.2719, 106.3626, 108.5008]",,477.88,"MN-039,MN-047"
MR-01,"18.1941,-7.0922","[15.4998, 23.1582, -9.1497, -5.3333]",,2277.71,"MR-02,MR-07,MR-09,MR-11"
MR-02,"16.5694,-9.8322","[15.3616, 17.7228, -11.0958, -8.2892]",,1101.55,"MR-01,MR-03,MR-09"
MR-03,"16.5809,-11.5364","[15.1097, 18.3109, -12.839, -10.5858]",,1331.25,"MR-02,MR-04,MR-05,MR-06,MR-09,MR-10"
MR-04,"16.0062,-12.8361","[15.1312, 16.8584, -13.7198, -12.0049]",,722.69,"MR-03,MR-05,MR-06,MR-10"
MR-05,"17.2476,-13.4038","[16.1061, 18.557, -14.9548, -12.3102]",,953.04,"MR-03,MR-04,MR-06,MR-07,MR-09"
MR-06,"17.9226,-14.8476","[16.0553, 19.0, -16.5196, -12.669]",,1367.02,"MR-03,MR-04,MR-05,MR-07,MR-09,MR-10,MR-12,MR-13,MR-14,MR-15"
MR-07,"21.0091,-10.2207","[18.557, 24.2694, -14.3012, -6.3541]",,2479.08,"MR-01,MR-05,MR-06,MR-08,MR-09,MR-11,MR-12"
MR-08,"20.802,-16.0013","[19.3969, 21.3417, -17.0681, -14.1732]",,1094.87,"MR-07,MR-12"
MR-09,"18.573,-10.3938","[17.0804, 19.7254, -12.669, -7.9877]",,1593.9,"MR-01,MR-02,MR-03,MR-05,MR-06,MR-07"
MR-10,"15.3767,-12.1247","[14.721, 16.0562, -12.7461, -11.4984]",,522.8,"MR-03,MR-04,MR-06"
MR-11,"24.1951,-9.6664","[21.347, 27.3149, -13.1503, -4.8333]",,2534.4,"MR-01,MR-07"
MR-12,"19.9923,-15.1138","[19.0, 21.1508, -16.5492, -14.1545]",,923.53,"MR-06,MR-07,MR-08"
MR-13,"18.1128,-15.993","[18.0509, 18.1769, -16.0448, -15.9384]",,48.01,"MR-06,MR-14,MR-15"
MR-14,"18.1025,-15.9193","[18.0299, 18.1772, -15.9652, -15.8882]",,53.23,"MR-06,MR-13,MR-15"
MR-15,"18.0034,-15.9658","[17.976, 18.0791, -16.0439, -15.8877]",,56.24,"MR-06,MR-13,MR-14"
MT-01,"35.8909,14.443","[35.8811, 35.902, 14.4089, 14.4582]",,12.31,"MT-02,MT-04,MT-24,MT-29,MT-32,MT-43,MT-46,MT-66"
MT-02,"35.8986,14.451","[35.8928, 35.9019, 14.4462, 14.4574]",,3.75,"MT-01,MT-04,MT-24"
MT-03,"35.8881,14.5238","[35.8802, 35.8931, 14.5166, 14.5312]",,5.57,"MT-06,MT-20,MT-21,MT-60,MT-64"
MT-04,"35.8995,14.465","[35.8869, 35.9046, 14.4523, 14.4784]",,8.12,"MT-01,MT-02,MT-19,MT-24,MT-34,MT-43,MT-49,MT-54"
MT-05,"35.8269,14.5274","[35.8061, 35.8439, 14.5005, 14.5497]",,25.87,"MT-11,MT-17,MT-25,MT-28,MT-47,MT-68"
MT-06,"35.8826,14.5227","[35.8757, 35.8895, 14.5124, 14.5296]",,8.73,"MT-03,MT-08,MT-09,MT-20,MT-21,MT-39,MT-64"
MT-07,"35.8604,14.3817","[35.846, 35.8727, 14.3602, 14.3981]",,11.3,"MT-46,MT-55"
MT-08,"35.8728,14.5208","[35.8664, 35.8779, 14.5116, 14.5272]",,5.34,"MT-06,MT-25,MT-39,MT-59,MT-64,MT-67"
MT-09,"35.893,14.5053","[35.886, 35.8992, 14.497, 14.5124]",,6.19,"MT-06,MT-18,MT-26,MT-39,MT-41,MT-58,MT-60"
MT-10,"36.0387,14.237","[36.0324, 36.0423, 14.2322, 14.2399]",,3.55,"MT-22,MT-36,MT-45,MT-62"
MT-11,"35.8483,14.5031","[35.8387, 35.8591, 14.4946, 14.512]",,7.64,"MT-05,MT-17,MT-25,MT-47,MT-53,MT-68"
MT-12,"35.9078,14.4961","[35.9004, 35.9098, 14.4873, 14.5083]",,7.24,"MT-34,MT-48,MT-49,MT-56,MT-58,MT-60"
MT-13,"36.0289,14.2872","[36.0038, 36.0365, 14.2685, 14.3533]",,31.17,"MT-37,MT-42,MT-52,MT-62"
MT-14,"36.0598,14.2091","[36.0544, 36.0798, 14.1835, 14.2182]",,12.21,"MT-16,MT-22,MT-50"
MT-15,"35.924,14.4532","[35.9124, 35.9333, 14.4473, 14.4657]",,6.85,"MT-19,MT-38,MT-40,MT-49,MT-57"
MT-16,"36.0655,14.2217","[36.0503, 36.0818, 14.2092, 14.2375]",,12.4,"MT-14,MT-22,MT-45,MT-50,MT-65"
MT-17,"35.8485,14.5174","[35.8314, 35.8618, 14.5045, 14.5281]",,10.04,"MT-05,MT-11,MT-25,MT-28,MT-47,MT-53,MT-59,MT-67,MT-68"
MT-18,"35.8868,14.4854","[35.8812, 35.8925, 14.4797, 14.5004]",,5.81,"MT-09,MT-26,MT-34,MT-39,MT-41,MT-43,MT-54"
MT-19,"35.9111,14.4521","[35.9022, 35.9168, 14.4473, 14.4632]",,5.37,"MT-04,MT-15,MT-24,MT-38,MT-49,MT-57"
MT-20,"35.8872,14.5173","[35.8838, 35.891, 14.5136, 14.5202]",,2.24,"MT-03,MT-06,MT-39"
MT-21,"35.8899,14.5291","[35.8843, 35.899, 14.5227, 14.5453]",,8.88,"MT-03,MT-06,MT-63,MT-64"
MT-22,"36.0417,14.2281","[36.0306, 36.0555, 14.1933, 14.2338]",,12.06,"MT-10,MT-14,MT-16,MT-36,MT-45,MT-50,MT-65"
MT-23,"35.842,14.4844","[35.8361, 35.8512, 14.477, 14.492]",,5.49,"MT-25,MT-33,MT-47,MT-68"
MT-24,"35.9018,14.4476","[35.8967, 35.9054, 14.434, 14.4524]",,4.75,"MT-01,MT-02,MT-04,MT-19,MT-32,MT-38"
MT-25,"35.8597,14.4893","[35.828, 35.8756, 14.4576, 14.514]",,21.02,"MT-05,MT-08,MT-11,MT-17,MT-23,MT-26,MT-33,MT-39,MT-43,MT-44,MT-47,MT-53,MT-55,MT-59,MT-66,MT-68"
MT-26,"35.8829,14.4945","[35.8653, 35.8881, 14.4807, 14.5057]",,11.78,"MT-09,MT-18,MT-25,MT-39,MT-43,MT-53,MT-54"
MT-27,"35.8629,14.5592","[35.8444, 35.8775, 14.5448, 14.5765]",,16.73,"MT-28,MT-64,MT-67"
MT-28,"35.8418,14.5448","[35.819, 35.8495, 14.5267, 14.5727]",,22.8,"MT-05,MT-17,MT-27,MT-67"
MT-29,"35.886,14.4026","[35.8825, 35.8918, 14.3973, 14.4157]",,4.64,"MT-01,MT-35,MT-46,MT-66"
MT-30,"35.96,14.3684","[35.9306, 35.9983, 14.3189, 14.4077]",,46.39,"MT-31,MT-51"
MT-31,"35.9194,14.3665","[35.8968, 35.9407, 14.3325, 14.4048]",,25.07,"MT-30,MT-32,MT-46,MT-51"
MT-32,"35.9079,14.4242","[35.8974, 35.9292, 14.3932, 14.4392]",,16.02,"MT-01,MT-24,MT-31,MT-38,MT-46,MT-51"
MT-33,"35.8457,14.4666","[35.8387, 35.8527, 14.4505, 14.4819]",,9.58,"MT-23,MT-25,MT-44,MT-47,MT-55,MT-68"
MT-34,"35.8957,14.4892","[35.891, 35.9044, 14.4735, 14.4942]",,7.14,"MT-04,MT-12,MT-18,MT-41,MT-49,MT-54,MT-58"
MT-35,"35.8916,14.3979","[35.8838, 35.8962, 14.3904, 14.4049]",,5.03,"MT-29,MT-46"
MT-36,"36.0307,14.2348","[36.0203, 36.0376, 14.2122, 14.2391]",,9.76,"MT-10,MT-22,MT-45,MT-52,MT-62"
MT-37,"36.039,14.2935","[36.0339, 36.0657, 14.2773, 14.318]",,13.75,"MT-13,MT-42,MT-61,MT-62"
MT-38,"35.9133,14.4433","[35.9047, 35.9549, 14.4189, 14.464]",,21.04,"MT-15,MT-19,MT-24,MT-32,MT-40,MT-49,MT-51,MT-57"
MT-39,"35.8718,14.5074","[35.862, 35.8865, 14.4955, 14.5157]",,8.86,"MT-06,MT-08,MT-09,MT-18,MT-20,MT-25,MT-26,MT-53,MT-59,MT-67"
MT-40,"35.9281,14.4796","[35.9232, 35.938, 14.4623, 14.4898]",,7.4,"MT-15,MT-38,MT-48,MT-57"
MT-41,"35.8924,14.4935","[35.8885, 35.8966, 14.4899, 14.4985]",,3.27,"MT-09,MT-18,MT-34,MT-58"
MT-42,"36.0363,14.3104","[36.0257, 36.0502, 14.2952, 14.3364]",,13.69,"MT-13,MT-37"
MT-43,"35.8775,14.474","[35.8626, 35.8908, 14.4508, 14.4852]",,11.03,"MT-01,MT-04,MT-18,MT-25,MT-26,MT-54,MT-55,MT-66"
MT-44,"35.8344,14.4579","[35.8189, 35.8426, 14.4302, 14.4699]",,14.2,"MT-25,MT-33,MT-55,MT-68"
MT-45,"36.0429,14.2398","[36.0328, 36.0533, 14.2263, 14.2531]",,10.09,"MT-10,MT-16,MT-22,MT-36,MT-61,MT-62,MT-65"
MT-46,"35.8819,14.3988","[35.8615, 35.9077, 14.3281, 14.417]",,35.65,"MT-01,MT-07,MT-29,MT-31,MT-32,MT-35,MT-55,MT-66"
MT-47,"35.8324,14.4843","[35.8261, 35.8437, 14.4793, 14.5059]",,7.76,"MT-05,MT-11,MT-17,MT-23,MT-25,MT-33,MT-68"
MT-48,"35.9199,14.4877","[35.9092, 35.9307, 14.4825, 14.4967]",,12.09,"MT-12,MT-40,MT-49,MT-56,MT-57"
MT-49,"35.9093,14.4788","[35.9024, 35.917, 14.4621, 14.4904]",,7.94,"MT-04,MT-12,MT-15,MT-19,MT-34,MT-38,MT-48,MT-57"
MT-50,"36.0553,14.204","[36.0331, 36.0629, 14.186, 14.2096]",,11.96,"MT-14,MT-16,MT-22"
MT-51,"35.9481,14.3974","[35.9103, 35.9609, 14.3685, 14.4302]",,32.49,"MT-30,MT-31,MT-32,MT-38"
MT-52,"36.0273,14.2429","[36.0114, 36.0304, 14.2309, 14.2727]",,11.54,"MT-13,MT-36,MT-62"
MT-53,"35.8628,14.5048","[35.8572, 35.8653, 14.4987, 14.5145]",,3.86,"MT-11,MT-17,MT-25,MT-26,MT-39,MT-59"
MT-54,"35.8898,14.4802","[35.884, 35.8951, 14.4703, 14.4848]",,4.81,"MT-04,MT-18,MT-26,MT-34,MT-43"
MT-55,"35.8539,14.4381","[35.826, 35.8686, 14.3896, 14.4724]",,24.52,"MT-07,MT-25,MT-33,MT-43,MT-44,MT-46,MT-66,MT-68"
MT-56,"35.9128,14.5021","[35.9053, 35.9189, 14.493, 14.5152]",,7.64,"MT-12,MT-48"
MT-57,"35.9236,14.4695","[35.9126, 35.9335, 14.4549, 14.487]",,9.62,"MT-15,MT-19,MT-38,MT-40,MT-48,MT-49"
MT-58,"35.8991,14.4949","[35.8966, 35.9018, 14.4906, 14.5009]",,2.83,"MT-09,MT-12,MT-34,MT-41"
MT-59,"35.8649,14.5115","[35.8615, 35.8715, 14.5058, 14.5206]",,4.26,"MT-08,MT-17,MT-25,MT-39,MT-53,MT-67"
MT-60,"35.899,14.5137","[35.8931, 35.9036, 14.5055, 14.5207]",,4.73,"MT-03,MT-09,MT-12"
MT-61,"36.0503,14.2648","[36.0383, 36.0732, 14.2493, 14.2863]",,13.21,"MT-37,MT-45,MT-62,MT-65"
MT-62,"36.0324,14.261","[36.0214, 36.0425, 14.2381, 14.2776]",,11.41,"MT-10,MT-13,MT-36,MT-37,MT-45,MT-52,MT-61"
MT-63,"35.8881,14.5479","[35.8792, 35.8907, 14.5408, 14.5573]",,4.69,"MT-21,MT-64"
MT-64,"35.8753,14.5375","[35.8638, 35.8871, 14.5265, 14.5646]",,11.51,"MT-03,MT-06,MT-08,MT-21,MT-27,MT-63,MT-67"
MT-65,"36.0733,14.2371","[36.0495, 36.0822, 14.2268, 14.2654]",,15.32,"MT-16,MT-22,MT-45,MT-61"
MT-66,"35.8726,14.4399","[35.8604, 35.8862, 14.4119, 14.4667]",,15.94,"MT-01,MT-25,MT-29,MT-43,MT-46,MT-55"
MT-67,"35.8537,14.5315","[35.8449, 35.8694, 14.5156, 14.552]",,11.46,"MT-08,MT-17,MT-27,MT-28,MT-39,MT-59,MT-64"
MT-68,"35.8295,14.4745","[35.7863, 35.8411, 14.4064, 14.5167]",,20.96,"MT-05,MT-11,MT-17,MT-23,MT-25,MT-33,MT-44,MT-47,MT-55"
MU-AG,"-10.4145,56.646","[-10.6945, -10.1352, 56.3816, 56.9085]",,185.13,
MU-BL,"-20.3265,57.4156","[-20.4888, -20.1642, 57.3084, 57.471]",,142.28,"MU-MO,MU-PL,MU-PW,MU-SA"
MU-CC,"-16.534,59.6085","[-17.0357, -16.0346, 59.2608, 59.927]",,292.71,
MU-FL,"-20.2217,57.7223","[-20.3348, -20.1086, 57.6152, 57.8101]",,135.16,"MU-GP,MU-MO,MU-PA,MU-RR"
MU-GP,"-20.3897,57.6161","[-20.4953, -20.2842, 57.5195, 57.7811]",,129.65,"MU-FL,MU-MO,MU-PW,MU-SA"
MU-MO,"-20.2521,57.5872","[-20.3376, -20.1667, 57.4708, 57.6684]",,79.54,"MU-BL,MU-FL,MU-GP,MU-PA,MU-PL,MU-PW"
MU-PA,"-20.0989,57.5741","[-20.1978, -19.9999, 57.4958, 57.6485]",,73.82,"MU-FL,MU-MO,MU-PL,MU-PW,MU-RR"
MU-PL,"-20.1683,57.5154","[-20.198, -20.1384, 57.4687, 57.5566]",,42.99,"MU-BL,MU-MO,MU-PA,MU-PW"
MU-PW,"-20.3054,57.496","[-20.4212, -20.1863, 57.4371, 57.6019]",,90.97,"MU-BL,MU-GP,MU-MO,MU-PA,MU-PL,MU-SA"
MU-RO,"-19.7092,63.4426","[-20.0357, -19.4521, 63.0769, 63.7158]",,209.32,
MU-RR,"-20.067,57.6506","[-20.1524, -19.816, 57.5688, 57.8083]",,148.92,"MU-FL,MU-PA"
MU-SA,"-20.4584,57.4893","[-20.5255, -20.3913, 57.371, 57.6232]",,92.15,"MU-BL,MU-GP,MU-PW"
MV-00,"3.6123,72.8557","[3.3725, 3.8768, 72.497, 73.2183]",,265.17,"MV-02,MV-04,MV-14,MV-26"
MV-01,"-0.6264,73.1791","[-0.9075, -0.3817, 72.8646, 73.6289]",,234.79,MV-29
MV-02,"4.4389,72.8717","[3.8765, 4.6755, 72.4992, 73.2294]",,334.63,"MV-00,MV-20,MV-26"
MV-03,"5.3993,73.5274","[5.0916, 5.737, 73.1782, 73.879]",,259.8,"MV-13,MV-20,MV-25,MV-26"
MV-04,"3.6152,73.587","[3.191, 3.7821, 73.204, 73.9701]",,291.99,"MV-00,MV-12,MV-14,MV-26"
MV-05,"1.8899,73.314","[1.3401, 2.449, 72.7158, 73.8285]",,436.52,"MV-08,MV-27"
MV-07,"7.0607,72.9897","[6.7918, 7.3106, 72.5117, 73.4756]",,277.99,MV-23
MV-08,"2.1462,73.0288","[1.8838, 2.6485, 72.6663, 73.8543]",,370.47,"MV-05,MV-12,MV-17"
MV-12,"2.7878,73.5343","[2.6474, 3.1939, 73.1895, 73.9351]",,276.81,"MV-04,MV-08,MV-14,MV-17"
MV-13,"5.6609,72.7682","[5.0858, 6.4072, 72.3693, 73.1782]",,382.74,"MV-03,MV-20,MV-23,MV-24,MV-25"
MV-14,"3.1315,72.8844","[2.9833, 3.3872, 72.5347, 73.208]",,221.83,"MV-00,MV-04,MV-12,MV-17"
MV-17,"2.8473,72.903","[2.5398, 3.0691, 72.5899, 73.1975]",,224.24,"MV-08,MV-12,MV-14"
MV-20,"4.8807,72.8533","[4.6383, 5.4853, 72.4585, 73.2387]",,313.1,"MV-02,MV-03,MV-13,MV-25,MV-26"
MV-23,"6.4499,72.6265","[6.0658, 6.8074, 72.3554, 73.5202]",,368.98,"MV-07,MV-13,MV-24,MV-25"
MV-24,"6.3323,73.2325","[5.9363, 6.6209, 72.8369, 73.6531]",,272.76,"MV-13,MV-23,MV-25"
MV-25,"5.7868,73.4184","[5.4853, 6.1191, 73.034, 73.7543]",,239.29,"MV-03,MV-13,MV-20,MV-23,MV-24"
MV-26,"4.3543,73.576","[3.7634, 5.0921, 73.2167, 73.9502]",,446.95,"MV-00,MV-02,MV-03,MV-04,MV-20,MV-MLE"
MV-27,"0.983,73.2781","[0.2353, 1.3854, 72.7474, 73.788]",,440.42,"MV-05,MV-28"
MV-28,"0.3042,73.2125","[-0.0647, 0.6259, 72.7863, 73.7606]",,318.52,"MV-27,MV-29"
MV-29,"-0.2053,73.257","[-0.4438, -0.0041, 72.8365, 73.7065]",,267.4,"MV-01,MV-28"
MV-MLE,"4.178,73.5107","[4.1683, 4.2412, 73.4546, 73.5519]",,56.18,MV-26
MW-BA,"-15.0348,35.0606","[-15.3282, -14.7395, 34.8137, 35.3006]",,219.83,"MW-C,MW-MG,MW-MH,MW-NE,MW-NU,MW-S,MW-ZO"
MW-BL,"-15.6844,34.9228","[-16.0187, -15.35, 34.7195, 35.1338]",,250.26,"MW-CK,MW-CR,MW-MW,MW-NE,MW-S,MW-TH,MW-ZO"
MW-C,"-13.7443,33.7057","[-15.3297, -12.1586, 32.6719, 34.9758]",,1541.28,"MW-BA,MW-DE,MW-DO,MW-KS,MW-LI,MW-MC,MW-MG,MW-MZ,MW-N,MW-NB,MW-NE,MW-NI,MW-NK,MW-NU,MW-S,MW-SA"
MW-CK,"-16.2154,34.7228","[-16.6894, -15.7411, 34.2491, 35.1213]",,404.77,"MW-BL,MW-CR,MW-MW,MW-NE,MW-NS,MW-S,MW-TH"
MW-CR,"-15.7547,35.2055","[-16.0048, -15.5046, 35.0967, 35.3268]",,177.01,"MW-BL,MW-CK,MW-MU,MW-S,MW-TH,MW-ZO"
MW-CT,"-9.9729,33.412","[-10.5771, -9.3683, 32.947, 33.9591]",,557.06,"MW-KR,MW-N,MW-RU"
MW-DE,"-14.2374,34.3197","[-14.6166, -13.8584, 33.6501, 34.7429]",,423.11,"MW-C,MW-LI,MW-MG,MW-NU,MW-S,MW-SA"
MW-DO,"-13.5388,33.7781","[-13.8473, -13.2304, 33.4067, 34.3034]",,383.58,"MW-C,MW-KS,MW-LI,MW-NI,MW-NK,MW-S,MW-SA"
MW-KR,"-10.0847,33.8662","[-10.5867, -9.5828, 33.4707, 34.2754]",,407.67,"MW-CT,MW-N,MW-RU"
MW-KS,"-12.9922,33.4725","[-13.6204, -12.3639, 32.9254, 34.0035]",,556.93,"MW-C,MW-DO,MW-LI,MW-MC,MW-MZ,MW-N,MW-NI,MW-NK"
MW-LI,"-14.0414,33.7354","[-14.5958, -13.4868, 33.2462, 34.2835]",,515.26,"MW-C,MW-DE,MW-DO,MW-KS,MW-MC,MW-NI,MW-NK,MW-S,MW-SA"
MW-LK,"-12.0664,34.7344","[-12.1365, -11.974, 34.5723, 34.7944]",,79.43,MW-N
MW-MC,"-13.7829,33.0205","[-14.2207, -13.3444, 32.6719, 33.3572]",,379.72,"MW-C,MW-KS,MW-LI"
MW-MG,"-14.1411,35.3267","[-14.7991, -13.4831, 34.7361, 35.7732]",,723.13,"MW-BA,MW-C,MW-DE,MW-MH,MW-NU,MW-S"
MW-MH,"-14.9095,35.6017","[-15.2591, -14.5585, 35.1615, 35.9185]",,348.03,"MW-BA,MW-MG,MW-S,MW-ZO"
MW-MU,"-15.9109,35.5413","[-16.2176, -15.5986, 35.2789, 35.8193]",,313.38,"MW-CR,MW-PH,MW-S,MW-TH,MW-ZO"
MW-MW,"-15.6136,34.5147","[-15.8157, -15.4113, 34.3525, 34.7267]",,173.11,"MW-BL,MW-CK,MW-NE,MW-S"
MW-MZ,"-11.8458,33.5578","[-12.7302, -10.9612, 33.2252, 34.1027]",,808.57,"MW-C,MW-KS,MW-N,MW-NB,MW-NK,MW-RU"
MW-N,"-11.0492,33.773","[-12.7302, -9.3683, 32.947, 34.7944]",,1493.45,"MW-C,MW-CT,MW-KR,MW-KS,MW-LK,MW-MZ,MW-NB,MW-NK,MW-RU"
MW-NB,"-11.6084,34.0416","[-12.2442, -10.9727, 33.6919, 34.3275]",,460.22,"MW-C,MW-MZ,MW-N,MW-NK,MW-RU"
MW-NE,"-15.5137,34.6832","[-15.8195, -15.2078, 34.4924, 35.0483]",,266.07,"MW-BA,MW-BL,MW-C,MW-CK,MW-MW,MW-NU,MW-S,MW-ZO"
MW-NI,"-13.277,33.8546","[-13.5367, -13.0169, 33.6138, 34.1275]",,260.43,"MW-C,MW-DO,MW-KS,MW-LI,MW-NK,MW-SA"
MW-NK,"-12.8322,34.0329","[-13.5056, -12.1586, 33.7536, 34.347]",,555.56,"MW-C,MW-DO,MW-KS,MW-LI,MW-MZ,MW-N,MW-NB,MW-NI,MW-S,MW-SA"
MW-NS,"-16.72,35.1011","[-17.1296, -16.3102, 34.895, 35.3147]",,349.31,"MW-CK,MW-S,MW-TH"
MW-NU,"-14.8227,34.7687","[-15.3297, -14.3156, 34.4014, 34.9758]",,358.29,"MW-BA,MW-C,MW-DE,MW-MG,MW-NE,MW-S"
MW-PH,"-15.6922,35.6651","[-15.9339, -15.45, 35.4954, 35.851]",,197.51,"MW-MU,MW-S,MW-ZO"
MW-RU,"-10.7909,33.8507","[-11.1325, -10.4494, 33.2446, 34.2239]",,390.72,"MW-CT,MW-KR,MW-MZ,MW-N,MW-NB"
MW-S,"-15.3063,35.3283","[-17.1296, -13.4831, 34.2491, 35.9185]",,1333.64,"MW-BA,MW-BL,MW-C,MW-CK,MW-CR,MW-DE,MW-DO,MW-LI,MW-MG,MW-MH,MW-MU,MW-MW,MW-NE,MW-NK,MW-NS,MW-NU,MW-PH,MW-SA,MW-TH,MW-ZO"
MW-SA,"-13.7629,34.4524","[-14.109, -13.4167, 34.1116, 34.6443]",,296.8,"MW-C,MW-DE,MW-DO,MW-LI,MW-NI,MW-NK,MW-S"
MW-TH,"-16.1288,35.1449","[-16.4108, -15.8461, 34.9026, 35.3308]",,227.45,"MW-BL,MW-CK,MW-CR,MW-MU,MW-NS,MW-S"
MW-ZO,"-15.4337,35.4575","[-15.684, -15.1978, 34.99, 35.8531]",,327.68,"MW-BA,MW-BL,MW-CR,MW-MH,MW-MU,MW-NE,MW-PH,MW-S"
MX-AGU,"21.9943,-102.3727","[21.6223, 22.4596, -102.8742, -101.8353]",,425.15,"MX-DUR,MX-GUA,MX-JAL,MX-SLP,MX-ZAC"
MX-BCN,"30.0339,-115.1425","[28.0, 32.7187, -118.3651, -112.7527]",,2824.97,"MX-BCS,MX-SON"
MX-BCS,"25.5818,-111.5706","[22.8716, 28.0, -115.7692, -109.4132]",,2870.67,"MX-BCN,MX-SIN,MX-SON"
MX-CAM,"19.0,-90.5","[17.8124, 20.8483, -92.469, -89.1212]",,1521.27,"MX-CHP,MX-ROO,MX-TAB,MX-YUC"
MX-CHH,"28.5,-106.0","[25.5587, 31.7839, -109.075, -103.3067]",,3131.75,"MX-COA,MX-DUR,MX-SIN,MX-SON"
MX-CHP,"16.5,-92.5","[14.5311, 17.9853, -94.1392, -90.3715]",,1780.73,"MX-CAM,MX-OAX,MX-TAB,MX-VER"
MX-CMX,"19.3208,-99.1515","[19.0487, 19.5928, -99.3649, -98.9403]",,207.36,"MX-MEX,MX-MOR,MX-PUE"
MX-COA,"27.3333,-102.0","[24.5427, 29.88, -103.96, -99.8429]",,2425.31,"MX-CHH,MX-DUR,MX-NLE,MX-TAM,MX-ZAC"
MX-COL,"19.1667,-104.0","[18.339, 19.5125, -114.7601, -103.4863]",,657.35,"MX-JAL,MX-MIC"
MX-DUR,"24.8333,-104.8333","[22.3451, 26.8448, -107.2101, -102.4727]",,2507.76,"MX-AGU,MX-CHH,MX-COA,MX-JAL,MX-NAY,MX-SIN,MX-ZAC"
MX-GRO,"17.6667,-100.0","[16.3162, 18.8878, -102.1844, -98.0073]",,1863.69,"MX-MEX,MX-MIC,MX-MOR,MX-OAX,MX-PUE,MX-VER"
MX-GUA,"20.9877,-101.0","[19.9128, 21.8394, -102.0973, -99.6713]",,1377.36,"MX-AGU,MX-HID,MX-JAL,MX-MEX,MX-MIC,MX-QUE,MX-SLP,MX-ZAC"
