subdivisionCode,latLng
MN-1,"47.9185,106.9177"
MR-01,"18.1941,-7.0922"
MR-02,"16.5694,-9.8322"
MR-03,"16.5809,-11.5364"
MR-04,"16.0062,-12.8361"
MR-05,"17.2476,-13.4038"
MR-06,"17.9226,-14.8476"
MR-07,"21.0091,-10.2207"
MR-08,"20.802,-16.0013"
MR-09,"18.573,-10.3938"
MR-10,"15.3767,-12.1247"
MR-11,"24.1951,-9.6664"
MR-12,"19.9923,-15.1138"
MR-13,"18.1128,-15.993"
MR-14,"18.1025,-15.9193"
MR-15,"18.0034,-15.9658"
MT-01,"35.8909,14.443"
MT-02,"35.8986,14.451"
MT-03,"35.8881,14.5238"
MT-04,"35.8995,14.465"
MT-05,"35.8269,14.5274"
MT-06,"35.8826,14.5227"
MT-07,"35.8604,14.3817"
MT-08,"35.8728,14.5208"
MT-09,"35.893,14.5053"
MT-10,"36.0387,14.237"
MT-11,"35.8483,14.5031"
MT-12,"35.9078,14.4961"
MT-13,"36.0289,14.2872"
MT-14,"36.0598,14.2091"
MT-15,"35.924,14.4532"
MT-16,"36.0655,14.2217"
MT-17,"35.8485,14.5174"
MT-18,"35.8868,14.4854"
MT-19,"35.9111,14.4521"
MT-20,"35.8872,14.5173"
MT-21,"35.8899,14.5291"
MT-22,"36.0417,14.2281"
MT-23,"35.842,14.4844"
MT-24,"35.9018,14.4476"
MT-25,"35.8597,14.4893"
MT-26,"35.8829,14.4945"
MT-27,"35.8629,14.5592"
MT-28,"35.8418,14.5448"
MT-29,"35.886,14.4026"
MT-30,"35.96,14.3684"
MT-31,"35.9194,14.3665"
MT-32,"35.9079,14.4242"
MT-33,"35.8457,14.4666"
MT-34,"35.8957,14.4892"
MT-35,"35.8916,14.3979"
MT-36,"36.0307,14.2348"
MT-37,"36.039,14.2935"
MT-38,"35.9133,14.4433"
MT-39,"35.8718,14.5074"
MT-40,"35.9281,14.4796"
MT-41,"35.8924,14.4935"
MT-42,"36.0363,14.3104"
MT-43,"35.8775,14.474"
MT-44,"35.8344,14.4579"
MT-45,"36.0429,14.2398"
MT-46,"35.8819,14.3988"
MT-47,"35.8324,14.4843"
MT-48,"35.9199,14.4877"
MT-49,"35.9093,14.4788"
MT-50,"36.0553,14.204"
MT-51,"35.9481,14.3974"
MT-52,"36.0273,14.2429"
MT-53,"35.8628,14.5048"
MT-54,"35.8898,14.4802"
MT-55,"35.8539,14.4381"
MT-56,"35.9128,14.5021"
MT-57,"35.9236,14.4695"
MT-58,"35.8991,14.4949"
MT-59,"35.8649,14.5115"
MT-60,"35.899,14.5137"
MT-61,"36.0503,14.2648"
MT-62,"36.0324,14.261"
MT-63,"35.8881,14.5479"
MT-64,"35.8753,14.5375"
MT-65,"36.0733,14.2371"
MT-66,"35.8726,14.4399"
MT-67,"35.8537,14.5315"
MT-68,"35.8295,14.4745"
MU-AG,"-10.4145,56.646"
MU-BL,"-20.3265,57.4156"
MU-CC,"-16.534,59.6085"
MU-FL,"-20.2217,57.7223"
MU-GP,"-20.3897,57.6161"
MU-MO,"-20.2521,57.5872"
MU-PA,"-20.0989,57.5741"
MU-PL,"-20.1683,57.5154"
MU-PW,"-20.3054,57.496"
MU-RO,"-19.7092,63.4426"
MU-RR,"-20.067,57.6506"
MU-SA,"-20.4584,57.4893"
MV-00,"3.6123,72.8557"
MV-01,"-0.6264,73.1791"
MV-02,"4.4389,72.8717"
MV-03,"5.3993,73.5274"
MV-04,"3.6152,73.587"
MV-05,"1.8899,73.314"
MV-07,"7.0607,72.9897"
MV-08,"2.1462,73.0288"
MV-12,"2.7878,73.5343"
MV-13,"5.6609,72.7682"
MV-14,"3.1315,72.8844"
MV-17,"2.8473,72.903"
MV-20,"4.8807,72.8533"
MV-23,"6.4499,72.6265"
MV-24,"6.3323,73.2325"
MV-25,"5.7868,73.4184"
MV-26,"4.3543,73.576"
MV-27,"0.983,73.2781"
MV-28,"0.3042,73.2125"
MV-29,"-0.2053,73.257"
MV-MLE,"4.178,73.5107"
MW-BA,"-15.0348,35.0606"
MW-BL,"-15.6844,34.9228"
MW-C,"-13.7443,33.7057"
MW-CK,"-16.2154,34.7228"
MW-CR,"-15.7547,35.2055"
MW-CT,"-9.9729,33.412"
MW-DE,"-14.2374,34.3197"
MW-DO,"-13.5388,33.7781"
MW-KR,"-10.0847,33.8662"
MW-KS,"-12.9922,33.4725"
MW-LI,"-14.0414,33.7354"
MW-LK,"-12.0664,34.7344"
MW-MC,"-13.7829,33.0205"
MW-MG,"-14.1411,35.3267"
MW-MH,"-14.9095,35.6017"
MW-MU,"-15.9109,35.5413"
MW-MW,"-15.6136,34.5147"
MW-MZ,"-11.8458,33.5578"
MW-N,"-11.0492,33.773"
MW-NB,"-11.6084,34.0416"
MW-NE,"-15.5137,34.6832"
MW-NI,"-13.277,33.8546"
MW-NK,"-12.8322,34.0329"
MW-NS,"-16.72,35.1011"
MW-NU,"-14.8227,34.7687"
MW-PH,"-15.6922,35.6651"
MW-RU,"-10.7909,33.8507"
MW-S,"-15.3063,35.3283"
MW-SA,"-13.7629,34.4524"
MW-TH,"-16.1288,35.1449"
MW-ZO,"-15.4337,35.4575"
MX-AGU,"21.9943,-102.3727"
MX-BCN,"30.0339,-115.1425"
MX-BCS,"25.5818,-111.5706"
MX-CAM,"19.0,-90.5"
MX-CHH,"28.5,-106.0"
MX-CHP,"16.5,-92.5"
MX-CMX,"19.3208,-99.1515"
MX-COA,"27.3333,-102.0"
MX-COL,"19.1667,-104.0"
MX-DUR,"24.8333,-104.8333"
MX-GRO,"17.6667,-100.0"
MX-GUA,"20.9877,-101.0"
MX-HID,"20.5,-99.0"
MX-JAL,"20.3333,-103.6667"
MX-MEX,"19.4839,-99.69"
MX-MIC,"19.2071,-101.8781"
MX-MOR,"18.75,-99.0"
MX-NAY,"22.0,-105.0"
MX-NLE,"26.2384,-99.8873"
MX-OAX,"17.0,-96.5"
MX-PUE,"18.8333,-98.0"
MX-QUE,"20.8052,-99.8837"
MX-ROO,"19.6667,-88.5"
MX-SIN,"25.0,-107.5"
MX-SLP,"22.5,-100.4949"
MX-SON,"29.3333,-110.6667"
MX-TAB,"17.9999,-92.6682"
MX-TAM,"23.9892,-98.7027"
MX-TLA,"19.4167,-98.1667"
MX-VER,"19.3333,-96.6667"
MX-YUC,"20.6846,-88.8756"
MX-ZAC,"23.0916,-102.9334"
MY-01,"2.0229,103.3115"
MY-02,"5.8098,100.6715"
MY-03,"5.4021,102.0636"
MY-04,"2.3294,102.2881"
MY-05,"2.7832,102.1925"
MY-06,"3.6169,102.5995"
MY-07,"5.4065,100.2559"
MY-08,"4.8122,100.9798"
MY-09,"6.4868,100.2578"
MY-10,"3.2083,101.3041"
MY-11,"4.8631,102.9949"
MY-12,"5.4257,117.0326"
MY-13,"2.5024,112.9547"
MY-14,"3.1527,101.7022"
MY-15,"5.3168,115.2199"
MY-16,"2.9384,101.6922"
MZ-A,"-13.0639,36.467"
MZ-B,"-19.0401,33.4318"
MZ-G,"-23.3284,32.8066"
MZ-I,"-22.7791,34.5662"
MZ-L,"-25.5445,32.4579"
MZ-MPM,"-25.9662,32.5675"
MZ-N,"-14.967,39.2708"
MZ-P,"-12.4255,39.4169"
MZ-Q,"-16.646,36.9919"
MZ-S,"-19.0772,34.7165"
MZ-T,"-15.5205,32.7683"
NA-CA,"-17.6913,24.1377"
NA-ER,"-22.0278,15.3894"
NA-HA,"-24.4141,17.4134"
NA-KA,"-26.8752,17.7635"
NA-KE,"-18.3982,20.7247"
NA-KH,"-22.9083,17.092"
NA-KU,"-19.6793,13.9757"
NA-KW,"-18.2561,18.9702"
NA-OD,"-19.9425,18.3959"
NA-OH,"-21.9075,19.393"
NA-ON,"-18.4702,15.7434"
NA-OS,"-18.2862,14.8857"
NA-OT,"-18.5464,17.102"
NA-OW,"-17.5877,16.7738"
NE-1,"19.4211,10.6847"
NE-2,"15.6715,13.1736"
NE-3,"13.1658,3.3068"
NE-4,"14.224,7.4718"
NE-5,"16.1577,5.3283"
NE-6,"13.7994,1.8655"
NE-7,"15.1787,9.7074"
NE-8,"13.5168,2.1156"
NG-AB,"5.4541,7.5153"
NG-AD,"9.513,12.3882"
NG-AK,"4.9906,7.7966"
NG-AN,"6.2183,6.9532"
NG-BA,"10.6228,10.0288"
NG-BE,"7.3506,8.7773"
NG-BO,"12.1875,13.308"
NG-BY,"4.763,6.0289"
NG-CR,"5.8672,8.5205"
NG-DE,"5.5273,6.1784"
NG-EB,"6.1997,8.0349"
NG-ED,"6.6077,5.9723"
NG-EK,"7.7369,5.2738"
NG-EN,"6.5536,7.4143"
NG-FC,"8.8311,7.1725"
NG-GO,"10.4304,11.2065"
NG-IM,"5.5859,7.067"
NG-JI,"12.3252,9.5103"
NG-KD,"10.3825,7.8533"
NG-KE,"11.4168,4.1075"
NG-KN,"11.8948,8.5364"
NG-KO,"7.795,6.6869"
NG-KT,"12.5631,7.6207"
NG-KW,"8.8368,4.6688"
NG-LA,"6.5269,3.5774"
NG-NA,"8.4388,8.2383"
NG-NI,"9.9326,5.6511"
NG-OG,"6.9789,3.4389"
NG-ON,"7.021,5.0567"
NG-OS,"7.5484,4.4978"
NG-OY,"8.2151,3.5643"
NG-PL,"9.0583,9.6826"
NG-RI,"4.8416,6.8604"
NG-SO,"13.0611,5.3152"
NG-TA,"8.0141,10.7376"
NG-YO,"12.1233,11.5066"
NG-ZA,"12.0079,6.4191"
NI-AN,"14.0557,-83.7476"
NI-AS,"12.1793,-83.7774"
NI-BO,"12.2552,-85.7244"
NI-CA,"11.662,-86.3126"
NI-CI,"12.7778,-87.2696"
NI-CO,"11.9877,-85.1861"
NI-ES,"13.1485,-86.4713"
NI-GR,"11.9132,-85.883"
NI-JI,"13.8038,-85.3945"
NI-LE,"12.5116,-86.6631"
NI-MD,"13.4273,-86.4016"
NI-MN,"12.1547,-86.2737"
NI-MS,"11.9938,-86.0882"
NI-MT,"12.9403,-85.6961"
NI-NS,"13.7719,-86.0585"
NI-RI,"11.4417,-85.7592"
NI-SJ,"11.308,-84.7551"
NL-AW,"12.5014,-69.9618"
NL-BQ1,"52.7278,5.0133"
NL-BQ2,"52.7278,5.0133"
NL-BQ3,"52.7278,5.0133"
NL-CW,"12.1176,-68.9309"
NL-DR,"52.9068,6.6368"
NL-FL,"52.4484,5.4235"
NL-FR,"53.0924,5.777"
NL-GE,"52.1014,5.9516"
NL-GR,"53.344,6.7651"
NL-LI,"51.2015,5.9046"
NL-NB,"51.6018,5.4441"
NL-NH,"52.7213,4.8207"
NL-OV,"52.4254,6.4611"
NL-SX,"18.0424,-63.055"
NL-UT,"52.0486,5.1784"
NL-ZE,"51.4163,3.7028"
NL-ZH,"51.9967,4.5597"
NO-03,"59.9133,10.739"
NO-11,"58.9363,5.8059"
NO-15,"62.8453,7.5182"
NO-18,"67.2756,13.8624"
NO-21,"78.7199,20.3493"
NO-22,"70.9952,-8.4657"
NO-30,"58.9552,5.7034"
NO-34,"61.2681,10.4855"
NO-38,"58.8752,9.3961"
NO-42,"58.7194,8.035"
NO-46,"60.9291,6.1079"
NO-50,"63.8776,10.1951"
NO-54,"65.4651,12.1903"
NP-P1,"27.1958,87.3369"
NP-P2,"26.9067,85.707"
NP-P3,"27.7183,85.5378"
NP-P4,"28.2017,84.2536"
NP-P5,"27.9807,82.9532"
NP-P6,"29.1839,82.3185"
NP-P7,"29.4334,81.014"
NR-01,"-0.5332,166.9134"
NR-02,"-0.5135,166.9512"
NR-03,"-0.5107,166.9442"
NR-04,"-0.5308,166.9508"
NR-05,"-0.5149,166.9326"
NR-06,"-0.5423,166.9161"
NR-07,"-0.5343,166.9262"
NR-08,"-0.524,166.9169"
NR-09,"-0.5119,166.9379"
NR-10,"-0.5188,166.952"
NR-11,"-0.5452,166.9398"
NR-12,"-0.5219,166.9261"
NR-13,"-0.5198,166.931"
NR-14,"-0.5471,166.9163"
NZ-AUK,"-36.5413,174.5506"
NZ-BOP,"-37.9504,176.9383"
NZ-CAN,"-43.4942,171.8098"
NZ-CIT,"-43.9175,-176.1873"
NZ-GIS,"-38.1532,178.1368"
NZ-HKB,"-39.5257,176.7611"
NZ-MBH,"-41.4745,173.833"
NZ-MWT,"-39.6408,175.5714"
NZ-NSN,"-41.0994,173.4289"
NZ-NTL,"-35.3755,173.947"
NZ-OTA,"-45.3975,170.1779"
NZ-STL,"-45.9254,167.6068"
NZ-TAS,"-41.3022,172.8945"
NZ-TKI,"-39.3848,174.1974"
NZ-WGN,"-41.2235,175.4158"
NZ-WKO,"-37.7792,175.201"
NZ-WTC,"-42.5639,171.4523"
OM-BJ,"23.4996,57.6132"
OM-BS,"24.0309,56.7042"
OM-BU,"24.1721,56.1319"
OM-DA,"22.2273,57.2174"
OM-MA,"23.4553,58.6684"
OM-MU,"26.1523,56.3295"
OM-SJ,"21.9054,59.3074"
OM-SS,"22.1994,58.37"
OM-WU,"19.7038,56.4358"
OM-ZA,"22.8007,56.1661"
OM-ZU,"18.4,54.2164"
PA-1,"9.2685,-81.9932"
PA-10,"8.7301,-79.8756"
PA-2,"8.573,-80.4454"
PA-3,"9.2353,-80.2533"
PA-4,"8.055,-82.2715"
PA-5,"8.2159,-78.0173"
PA-6,"7.8544,-80.7436"
PA-7,"7.7056,-80.0873"
PA-8,"8.1942,-79.1925"
PA-9,"8.2414,-81.0903"
PA-EM,"8.4211,-77.5923"
PA-KY,"9.1876,-77.8714"
PA-NB,"8.7932,-81.7683"
PA-NT,"9.2448,-82.7708"
PE-AMA,"-5.0,-78.0"
PE-ANC,"-9.5,-77.75"
PE-APU,"-14.0,-73.0"
PE-ARE,"-16.0,-72.25"
PE-AYA,"-14.0,-74.0"
PE-CAJ,"-6.25,-78.8333"
PE-CAL,"-12.0865,-77.2234"
PE-CUS,"-12.5,-72.5"
PE-HUC,"-9.5,-75.8333"
PE-HUV,"-13.0,-75.0"
PE-ICA,"-14.3325,-75.4997"
PE-JUN,"-11.5,-75.0"
PE-LAL,"-8.0,-78.5"
PE-LAM,"-6.3333,-80.0"
PE-LIM,"-12.2001,-76.2851"
PE-LMA,"-12.0002,-76.8331"
PE-LOR,"-5.0,-75.0"
PE-MDD,"-12.0,-70.25"
PE-MOQ,"-16.8333,-70.9167"
PE-PAS,"-10.5,-75.25"
PE-PIU,"-5.0,-80.3333"
PE-PUN,"-15.0,-70.0"
PE-SAM,"-7.0,-76.8333"
PE-TAC,"-17.6667,-70.3333"
PE-TUM,"-3.8333,-80.5"
PE-UCA,"-9.0,-73.5"
PG-CPK,"-6.25,144.8333"
PG-CPM,"-10.0,148.0"
PG-EBR,"-5.1386,151.902"
PG-EHG,"-6.5,145.5833"
PG-EPW,"-5.6726,143.6437"
PG-ESW,"-4.3555,143.2325"
PG-GPK,"-7.5556,144.885"
PG-HLA,"-5.773,142.7792"
PG-JWK,"-5.5798,144.6138"
PG-MBA,"-10.0226,151.58"
PG-MPL,"-7.0,147.0"
PG-MPM,"-5.0,145.5"
PG-MRL,"-2.0513,146.9851"
PG-NCD,"-9.4167,147.1667"
PG-NIK,"-3.0,151.5"
PG-NPP,"-9.0,148.5"
PG-NSB,"-5.9949,154.9967"
PG-SAN,"-3.5,142.0"
PG-SHM,"-6.4472,143.6007"
PG-WBK,"-5.8891,149.6995"
PG-WHM,"-5.8416,144.2355"
PG-WPD,"-7.5,142.0"
PH-00,"14.5736,121.033"
PH-01,"17.2024,120.4713"
PH-02,"17.6723,121.8967"
PH-03,"15.3943,120.6873"
PH-05,"13.0764,123.5162"
PH-06,"11.2367,122.6878"
PH-07,"10.4735,123.8648"
PH-08,"11.2945,124.996"
PH-09,"7.7787,122.7571"
PH-10,"8.398,124.7107"
PH-11,"6.6481,125.3562"
PH-12,"6.5647,124.484"
PH-13,"9.2517,125.8517"
PH-14,"5.1463,120.227"
PH-15,"17.3597,121.0717"
PH-40,"14.1658,121.3536"
PH-41,"13.0106,121.4116"
PH-ABR,"17.58,120.8"
PH-AGN,"8.92,125.46"
PH-AGS,"8.36,125.71"
PH-AKL,"11.6298,122.2481"
PH-ALB,"13.2167,123.55"
PH-ANT,"11.1705,122.0833"
PH-APA,"18.12,121.19"
PH-AUR,"16.0475,121.6701"
PH-BAN,"14.6436,120.4658"
PH-BAS,"6.565,122.0649"
PH-BEN,"16.52,120.69"
PH-BIL,"11.6,124.49"
PH-BOH,"9.8333,124.1616"
PH-BTG,"13.9147,121.0868"
PH-BTN,"20.6442,121.8939"
PH-BUK,"8.0228,124.9986"
PH-BUL,"15.0,121.0833"
PH-CAG,"18.0,121.8333"
PH-CAM,"9.174,124.7257"
PH-CAN,"14.1667,122.75"
PH-CAP,"11.3853,122.6377"
PH-CAS,"13.6428,123.3282"
PH-CAT,"13.8333,124.25"
PH-CAV,"14.2554,120.8672"
PH-CEB,"10.47,123.83"
PH-COM,"7.45,126.07"
PH-DAO,"7.1667,126.3333"
PH-DAS,"6.6984,125.3612"
PH-DAV,"7.6179,125.6833"
PH-DIN,"10.1578,125.5852"
PH-DVO,"6.27,125.6"
PH-EAS,"11.73,125.37"
PH-GUI,"10.5731,122.6239"
PH-IFU,"16.87,121.22"
PH-ILI,"10.9522,122.5799"
PH-ILN,"18.1667,120.75"
PH-ILS,"17.2,120.5"
PH-ISA,"17.0,122.0"
PH-KAL,"17.46,121.31"
PH-LAG,"14.1696,121.3337"
PH-LAN,"7.958,123.9021"
PH-LAS,"7.8776,124.3755"
PH-LEY,"10.95,124.85"
PH-LUN,"16.5736,120.409"
PH-MAD,"13.4167,121.95"
PH-MAS,"12.1667,123.5833"
PH-MDC,"13.0,120.9167"
PH-MDR,"13.2,121.2"
PH-MGN,"7.1088,124.2073"
PH-MGS,"6.9234,124.5365"
PH-MOU,"17.11,121.16"
PH-MSC,"8.3333,123.7"
PH-MSR,"8.6535,124.8235"
PH-NCO,"7.27,124.86"
PH-NEC,"10.4167,123.0"
PH-NER,"9.75,123.0"
PH-NSA,"12.42,124.81"
PH-NUE,"15.5833,121.0"
PH-NUV,"16.35,121.13"
PH-PAM,"15.052,120.6445"
PH-PAN,"15.9167,120.3333"
PH-PLW,"11.0799,120.9373"
PH-QUE,"13.9,122.0"
PH-QUI,"16.2833,121.5833"
PH-RIZ,"14.65,121.25"
PH-ROM,"12.5,122.2"
PH-SAR,"5.8747,125.2753"
PH-SCO,"6.2855,124.9333"
PH-SIG,"9.18,123.58"
PH-SLE,"10.3475,125.1251"
PH-SLU,"5.9943,121.0788"
PH-SOR,"12.8333,123.9167"
PH-SUK,"6.5557,124.3271"
PH-SUN,"9.7023,125.5465"
PH-SUR,"8.84,126.15"
PH-TAR,"15.4937,120.4964"
PH-TAW,"5.2057,120.0265"
PH-WSA,"11.8333,125.0"
PH-ZAN,"8.0,122.6667"
PH-ZAS,"7.9043,123.3194"
PH-ZMB,"15.23,120.12"
PH-ZSI,"7.7877,122.5744"
PK-BA,"28.0,66.0"
PK-GB,"36.0,75.0"
PK-IS,"33.6357,73.2031"
PK-JK,"33.8441,73.7966"
PK-KP,"33.7128,71.2679"
PK-PB,"31.0,72.0"
PK-SD,"25.5,69.0"
PL-02,"50.9206,16.4946"
PL-04,"53.322,18.3393"
PL-06,"50.9359,22.8308"
PL-08,"52.1002,15.3605"
PL-10,"51.4722,19.3461"
PL-12,"49.791,20.3794"
PL-14,"52.5462,21.2073"
PL-16,"50.8919,17.9321"
PL-18,"49.9927,22.1771"
PL-20,"53.2668,22.8526"
PL-22,"54.2456,18.1099"
PL-24,"50.5687,19.2344"
PL-26,"50.7505,20.7829"
PL-28,"53.9312,21.1261"
PL-30,"52.1459,17.3977"
PL-32,"53.5451,15.5662"
PS-BTH,"31.6034,35.3459"
PS-DEB,"31.4204,34.3721"
PS-GZA,"31.4876,34.4441"
PS-HBN,"31.5066,35.1169"
PS-JEM,"31.8473,35.1512"
PS-JEN,"32.4262,35.2554"
PS-JRH,"31.9561,35.4711"
PS-KYS,"31.3314,34.3159"
PS-NBS,"32.1908,35.3233"
PS-NGZ,"31.5501,34.5033"
PS-QQA,"32.1808,35.0666"
PS-RBH,"31.957,35.198"
PS-RFH,"31.283,34.2805"
PS-SLT,"32.1122,35.1208"
PS-TBS,"32.2949,35.4401"
PS-TKM,"32.3275,35.0845"
PT-01,"40.6792,-8.5217"
PT-02,"37.825,-7.9339"
PT-03,"41.5698,-8.3059"
PT-04,"41.5084,-6.7733"
PT-05,"39.9768,-7.4461"
PT-06,"40.2215,-8.3381"
PT-07,"38.5907,-7.9572"
PT-08,"37.2448,-8.1508"
PT-09,"40.7046,-7.1951"
PT-10,"39.6506,-8.8741"
PT-11,"38.9952,-9.1436"
PT-12,"39.2076,-7.7215"
PT-13,"41.2367,-8.302"
PT-14,"39.285,-8.5564"
PT-15,"38.2976,-8.4616"
PT-16,"41.8803,-8.5228"
PT-17,"41.5229,-7.5466"
PT-18,"40.7687,-7.9297"
PT-20,"37.8086,-25.4731"
PT-30,"32.7518,-16.9817"
PW-002,"7.5651,134.147"
PW-004,"7.1407,134.6414"
PW-010,"6.0156,133.6326"
PW-050,"3.2993,131.6703"
PW-100,"8.1217,134.6012"
PW-150,"7.226,134.1312"
PW-212,"7.4726,134.7549"
PW-214,"7.6425,134.7328"
PW-218,"7.8467,134.4733"
PW-222,"7.7268,134.2765"
PW-224,"7.6118,134.18"
PW-226,"7.4177,134.7115"
PW-227,"7.659,134.212"
PW-228,"7.5407,134.7298"
PW-350,"6.8997,134.337"
PW-370,"4.859,132.5241"
PY-1,"-23.1775,-57.1675"
PY-10,"-25.5,-54.8333"
PY-11,"-25.5,-57.5"
PY-12,"-27.0,-58.0"
PY-13,"-23.0,-56.0"
PY-14,"-24.25,-55.25"
PY-15,"-23.5,-58.8333"
PY-16,"-20.5,-59.1667"
PY-19,"-22.6643,-61.0016"
PY-2,"-24.25,-56.5"
PY-3,"-25.25,-57.0"
PY-4,"-25.75,-56.5"
PY-5,"-25.3333,-55.8333"
PY-6,"-26.1667,-56.0"
PY-7,"-26.8333,-55.8333"
PY-8,"-27.0,-57.0"
PY-9,"-26.0,-57.1667"
PY-ASU,"-25.28,-57.6344"
QA-DA,"25.2856,51.5264"
QA-KH,"25.6837,51.5031"
QA-MS,"26.0017,51.2174"
QA-RA,"24.9305,50.9777"
QA-SH,"25.445,51.0111"
QA-US,"25.4648,51.3384"
QA-WA,"25.1567,51.6013"
QA-ZA,"25.5097,51.4423"
RO-AB,"46.0159,23.5468"
RO-AG,"44.994,24.8489"
RO-AR,"46.2914,21.8925"
RO-B,"44.4361,26.1027"
RO-BC,"46.4229,26.7164"
RO-BH,"46.9927,22.1928"
RO-BN,"47.1773,24.5412"
RO-BR,"45.12,27.6667"
RO-BT,"47.8528,26.7593"
RO-BV,"45.786,25.1541"
RO-BZ,"45.2693,26.7748"
RO-CJ,"46.8885,23.7195"
RO-CL,"44.3152,27.139"
RO-CS,"45.1271,22.0771"
RO-CT,"44.2679,28.2921"
RO-CV,"45.8967,26.0102"
RO-DB,"44.9225,25.482"
RO-DJ,"44.215,23.6694"
RO-GJ,"44.9612,23.3257"
RO-GL,"45.7772,27.7497"
RO-GR,"44.1202,26.0438"
RO-HD,"45.7954,22.9452"
RO-HR,"46.6443,25.6222"
RO-IF,"44.5017,26.2449"
RO-IL,"44.5961,27.2016"
RO-IS,"47.1977,27.1971"
RO-MH,"44.6035,23.058"
RO-MM,"47.6713,24.1965"
RO-MS,"46.6065,24.6247"
RO-NT,"46.991,26.5135"
RO-OT,"44.2923,24.4663"
RO-PH,"45.1088,26.0378"
RO-SB,"45.8888,24.2374"
RO-SJ,"47.1562,23.0192"
RO-SM,"47.7266,22.752"
RO-SV,"47.5327,25.8346"
RO-TL,"45.0414,28.8973"
RO-TM,"45.6913,21.6321"
RO-TR,"44.0685,25.191"
RO-VL,"45.0405,24.1539"
RO-VN,"45.7887,26.8838"
RO-VS,"46.4968,27.8037"
RS-00,"44.6802,20.3818"
RS-01,"45.9012,19.5834"
RS-02,"45.4359,20.5108"
RS-03,"45.8887,20.1902"
RS-04,"44.9947,20.9388"
RS-05,"45.7303,19.198"
RS-06,"45.4491,19.768"
RS-07,"44.9188,19.9702"
RS-08,"44.5203,19.5034"
RS-09,"44.3276,19.8582"
RS-10,"44.4649,21.0012"
RS-11,"44.4525,21.5271"
RS-12,"44.1202,20.852"
RS-13,"44.0221,21.4409"
RS-14,"44.3058,22.2348"
RS-15,"43.7567,22.0379"
RS-16,"43.588,19.7614"
RS-17,"43.7721,20.3294"
RS-18,"43.3568,20.6446"
RS-19,"43.5003,21.178"
RS-20,"43.4403,21.9606"
RS-21,"43.1366,21.4102"
RS-22,"43.1327,22.6353"
RS-23,"42.9179,21.9201"
RS-24,"42.5326,22.1018"
RS-25,"42.4926,21.6688"
RS-26,"42.4926,21.6688"
RS-27,"42.4926,21.6688"
RS-28,"42.4926,21.6688"
RS-29,"42.4926,21.6688"
RS-KM,"44.8018,20.4519"
RS-VO,"45.4831,19.9919"
RU-AD,"44.6939,40.152"
RU-AL,"50.7114,86.8572"
RU-ALT,"52.6932,82.6931"
RU-AMU,"52.8032,128.4373"
RU-ARK,"63.559,43.1222"
RU-AST,"47.1878,47.6089"
RU-BA,"54.4748,55.9785"
RU-BEL,"50.708,37.5838"
RU-BRY,"52.8873,33.4159"
RU-BU,"52.7182,109.4921"
RU-CE,"43.4,45.7"
RU-CHE,"54.4224,61.1866"
RU-CHU,"66.0006,169.4901"
RU-CU,"55.426,47.0849"
RU-DA,"43.0,47.0"
RU-IN,"43.1655,44.9797"
RU-IRK,"56.637,104.7192"
RU-IVA,"56.9167,41.4352"
RU-KAM,"57.1915,160.0384"
RU-KB,"43.4428,43.4205"
RU-KC,"43.7368,41.7268"
RU-KDA,"45.7684,39.0261"
RU-KEM,"54.5336,87.3429"
RU-KGD,"54.7293,21.1489"
RU-KGN,"55.852,63.7723"
RU-KHA,"51.6313,136.1215"
RU-KHM,"61.8793,68.6418"
RU-KIR,"58.5631,50.1825"
RU-KK,"53.4399,90.0664"
RU-KL,"46.9017,45.2492"
RU-KLU,"54.4383,35.5273"
RU-KO,"63.9881,54.3326"
RU-KOS,"58.4248,44.2533"
RU-KR,"62.6194,33.492"
RU-KRS,"51.6568,36.4853"
RU-KYA,"63.3234,97.098"
RU-LEN,"60.1853,32.3925"
RU-LIP,"52.6935,39.1123"
RU-MAG,"63.5515,154.0147"
RU-ME,"56.5768,47.8818"
RU-MO,"54.442,44.4661"
RU-MOS,"55.5043,38.0354"
RU-MOW,"55.6256,37.6064"
RU-MUR,"68.0,33.9999"
RU-NEN,"67.6783,57.0627"
RU-NGR,"58.2844,32.517"
RU-NIZ,"55.4718,44.0912"
RU-NVS,"55.8205,78.8662"
RU-OMS,"56.0935,73.51"
RU-ORE,"52.0269,54.7277"
RU-ORL,"52.8393,36.4252"
RU-PER,"58.5952,56.316"
RU-PNZ,"53.1655,44.7879"
RU-PRI,"45.0819,134.7266"
RU-PSK,"57.5359,28.8587"
RU-ROS,"47.6222,40.7958"
RU-RYA,"54.4227,40.5705"
RU-SA,"66.9416,129.6424"
RU-SAK,"49.722,143.4485"
RU-SAM,"52.6768,50.5874"
RU-SAR,"51.6521,46.8632"
RU-SE,"42.9921,44.2636"
RU-SMO,"55.0343,33.0192"
RU-SPE,"59.9607,30.1587"
RU-STA,"44.8633,43.4407"
RU-SVE,"58.6415,61.8022"
RU-TA,"55.4482,50.4764"
RU-TAM,"52.902,41.3579"
RU-TOM,"58.6124,82.0475"
RU-TUL,"53.9571,37.3691"
RU-TVE,"57.1134,35.1744"
RU-TY,"51.4017,93.8583"
RU-TYU,"58.8206,70.3659"
RU-UD,"57.1961,52.696"
RU-ULY,"54.1463,47.2325"
RU-VGG,"49.6048,44.2904"
RU-VLA,"56.0503,40.6562"
